2021-12-29 13:48:56.428641;cumulative_timer;1:24:42.350442
2021-12-29 14:16:48.811462;cumulative_timer;1:49:53.817986
2021-12-29 14:37:38.379599;cumulative_timer;2:04:28.126201
2021-12-29 14:44:35.881820;cumulative_timer;2:10:50.221962
2021-12-29 23:57:16.811628;cumulative_timer;2:19:22.403576
2021-12-30 04:58:12.891030;cumulative_timer;0:25:11.400889
2021-12-30 07:56:41.509072;cumulative_timer;0:27:24.841272
2021-12-30 08:54:35.780610;cumulative_timer;0:52:33.666485
2022-01-03 06:15:17.907691;cumulative_timer;0:24:25.317173
2022-01-03 06:40:31.751344;cumulative_timer;0:35:48.038673
2022-01-05 06:30:20.601846;cumulative_timer;0:25:18.303054
2022-01-05 06:33:36.341888;pushups;19
2022-01-05 08:56:37.581590;cumulative_timer;0:56:33.430874
2022-01-05 08:58:02.291210;pullups;6
2022-01-05 09:43:56.769299;cumulative_timer;1:21:38.187682
2022-01-05 12:14:49.018104;cumulative_timer;1:21:59.930315
2022-01-12 14:47:52.188329;cumulative_timer;0:25:04.641128
2022-01-12 15:12:57.381842;cumulative_timer;0:50:08.619080
2022-01-12 15:18:24.927621;cumulative_timer;0:55:35.646013
2022-01-12 15:48:07.619909;cumulative_timer;1:20:45.631407
2022-01-12 16:13:12.405255;cumulative_timer;1:45:49.777194
2022-01-12 16:14:06.387862;cumulative_timer;1:46:09.067937
2022-01-14 09:20:38.031829;pullups;6
2022-01-14 10:24:19.813056;pushups;18
2022-01-24 07:23:51.427106;cumulative_timer;0:25:06.705153
2022-01-24 07:44:58.379656;cumulative_timer;0:46:12.634636
2022-01-24 08:02:09.989160;cumulative_timer;1:00:57.440433
2022-01-24 08:41:46.043981;cumulative_timer;1:20:18.636440
2022-01-24 12:08:06.883875;cumulative_timer;1:27:41.537768
2022-01-25 18:35:48.084701;cumulative_timer;0:23:16.157725
2022-01-26 09:34:18.213842;cumulative_timer;0:25:06.850609
2022-01-26 09:42:38.180985;cumulative_timer;0:33:25.270306
2022-01-26 09:50:35.585108;pullups;7
2022-01-26 10:36:10.057135;cumulative_timer;1:00:28.661918
2022-01-26 10:53:06.420020;cumulative_timer;1:09:07.349307
2022-01-26 13:25:22.320022;cumulative_timer;1:09:09.491199
2022-01-26 13:37:15.653688;cumulative_timer;1:20:58.789138
2022-01-26 14:37:21.202476;cumulative_timer;1:46:03.864079
2022-01-26 15:02:26.675582;cumulative_timer;2:11:08.514571
2022-01-26 15:32:05.382472;cumulative_timer;2:36:17.781921
2022-01-26 15:57:12.869933;cumulative_timer;3:01:24.431588
2022-01-26 15:58:56.282072;cumulative_timer;3:03:06.902052
2022-01-26 16:41:53.177878;cumulative_timer;3:28:12.767274
2022-01-26 17:07:01.853343;cumulative_timer;3:53:20.393915
2022-01-26 17:23:08.542510;cumulative_timer;4:09:26.221114
2022-01-26 17:49:05.771909;cumulative_timer;4:34:34.828004
2022-01-26 18:01:43.520999;cumulative_timer;4:47:11.795562
2022-01-26 18:56:44.253568;cumulative_timer;4:47:13.926715
2022-01-26 18:58:40.940822;cumulative_timer;4:48:38.744778
2022-01-26 19:06:06.375649;pushups;17
2022-01-27 09:27:01.877512;cumulative_timer;0:11:47.673222
2022-01-28 07:18:41.682213;cumulative_timer;0:25:04.051028
2022-01-28 07:44:36.995074;cumulative_timer;0:50:57.924832
2022-01-28 07:58:45.092117;cumulative_timer;1:05:04.975970
2022-01-28 08:44:12.578878;cumulative_timer;1:30:11.452774
2022-01-28 08:49:38.171222;cumulative_timer;1:35:35.716969
2022-01-28 09:18:06.112021;cumulative_timer;1:49:27.324342
2022-01-28 17:02:16.662826;cumulative_timer;1:49:31.936450
2022-01-28 17:06:26.656815;cumulative_timer;1:53:11.804541
2022-01-28 17:19:32.416637;cumulative_timer;2:06:10.833456
2022-01-28 20:33:33.138821;pullups;5
2022-01-28 21:05:53.477996;cumulative_timer;2:38:17.764530
2022-01-28 21:21:05.993616;cumulative_timer;2:53:29.042399
2022-01-29 07:07:12.542893;cumulative_timer;0:21:47.334044
2022-01-29 07:45:56.916598;cumulative_timer;0:46:54.110757
2022-01-29 08:01:37.386208;cumulative_timer;1:02:33.102738
2022-01-29 11:42:48.542499;cumulative_timer;1:02:39.414178
2022-01-30 07:18:10.694440;cumulative_timer;0:25:05.294713
2022-01-30 07:29:30.054941;cumulative_timer;0:36:23.759962
2022-01-30 07:55:06.199497;cumulative_timer;0:37:35.311683
2022-01-30 09:45:13.680258;cumulative_timer;0:47:40.239101
2022-01-30 11:14:08.685666;cumulative_timer;0:48:11.053466
2022-01-30 11:18:19.335462;cumulative_timer;0:49:16.509656
2022-01-30 11:28:41.077040;cumulative_timer;0:52:53.987957
2022-01-30 13:55:25.342242;cumulative_timer;1:12:39.623178
2022-01-30 14:13:43.034114;cumulative_timer;1:22:16.603177
2022-01-30 16:32:11.249111;cumulative_timer;1:30:51.685520
2022-01-30 16:47:21.388631;cumulative_timer;1:43:43.047720
2022-01-30 19:01:08.178249;cumulative_timer;2:08:48.576660
2022-01-30 20:58:40.120449;cumulative_timer;2:33:54.421642
2022-01-30 21:21:18.840105;cumulative_timer;2:56:32.273582
2022-02-01 07:44:44.502662;cumulative_timer;0:02:16.895609
2022-02-01 07:48:12.440961;cumulative_timer;0:03:54.903509
2022-02-01 08:44:30.938364;cumulative_timer;0:28:59.604240
2022-02-01 10:43:39.026573;cumulative_timer;0:29:41.267983
2022-02-01 11:10:33.540578;cumulative_timer;0:54:46.788738
2022-02-01 11:28:48.693448;cumulative_timer;0:57:29.164890
2022-02-01 18:00:14.541524;cumulative_timer;1:22:35.171805
2022-02-01 18:27:08.489356;cumulative_timer;1:47:39.509338
2022-02-01 18:53:25.264657;cumulative_timer;2:12:44.375164
2022-02-01 19:19:59.567267;cumulative_timer;2:37:54.246619
2022-02-01 19:47:06.990875;cumulative_timer;3:03:06.705683
2022-02-01 20:34:32.086479;cumulative_timer;3:28:21.848014
2022-02-01 20:48:33.599384;cumulative_timer;3:41:38.603130
2022-02-03 07:24:53.427906;cumulative_timer;0:00:52.106965
2022-02-03 07:28:27.249520;cumulative_timer;0:02:36.365362
2022-02-03 08:39:54.039279;cumulative_timer;0:03:10.640105
2022-02-03 10:39:14.750747;cumulative_timer;0:08:11.901708
2022-02-03 19:05:57.327613;cumulative_timer;0:12:13.139801
2022-02-06 06:46:39.209093;cumulative_timer;0:12:18.109006
2022-02-06 06:50:20.026668;cumulative_timer;0:13:06.118500
2022-02-06 06:52:51.599279;cumulative_timer;0:14:18.289373
2022-02-06 06:58:22.359315;cumulative_timer;0:17:04.334147
2022-02-06 07:24:56.808104;cumulative_timer;0:42:11.539637
2022-02-06 12:06:59.144523;cumulative_timer;0:51:18.998303
2022-02-06 13:41:05.915395;cumulative_timer;1:03:31.765427
2022-02-06 17:12:24.014562;cumulative_timer;1:28:45.016925
2022-02-06 17:16:20.819822;cumulative_timer;1:32:40.410928
2022-02-07 11:27:14.583863;cumulative_timer;0:00:13.147379
2022-02-07 11:36:49.322725;cumulative_timer;0:08:43.247064
2022-02-07 17:14:32.831741;cumulative_timer;0:25:47.408092
2022-03-28 16:17:15.446952;cumulative_timer;0:00:02.048635
2022-03-28 16:17:17.959464;cumulative_timer;0:00:02.849469
2022-03-28 16:17:31.232842;pushups;1
2022-03-28 16:17:32.816971;pullups;3
2022-03-28 16:17:34.089228;squats;1
2022-03-28 16:31:45.476185;cumulative_timer;0:00:03.602258
